,ISBN,book_id,title,author,publisher,year,language
4608,0425146413,13880,Night Prey,['John Sandford'],Penguin,1995,en
4609,0880385480,13886,The Legend Of Huma,['Richard A. Knaak'],Wizards of the Coast,1988,en
4610,0380793342,13887,The Heir,['Johanna Lindsey'],Avon,2001,en
4611,0515094773,13892,Vows,['Lavyrle Spencer'],Berkley,1988,en
4612,0486275574,13903,Romeo And Juliet,['William Shakespeare'],Courier Corporation,1993,en
4613,0349107688,13905,Weisheit in Israel,['Gerhard von Rad'],,1970,de
4614,0671027514,13920,Springwater,['Linda Lael Miller'],Pocket Books,1998,en
4615,0451404327,13921,The Rebel Bride,['Catherine Coulter'],Signet,1994,en
4616,0345333926,13924,Ringworld - A Novel,['Larry Niven'],Del Rey,1985,en
4617,0446603503,13925,Superstitious,['R. L. Stine'],Grand Central Publishing,1996,en
4619,0425191729,13929,Golden Buddha,['Clive Cussler'],Penguin,2003,en
4620,0312977026,13943,K-Pax,['Gene Brewer'],St. Martin's Paperbacks,2001,en
4621,0465005594,13946,The Physics Of Star Trek,['Lawrence M. Krauss'],New York : Basic Books,1995,en
4623,0609800140,13950,Anatomy Of The Spirit - The Seven Stages Of Power And Healing,['Caroline Myss'],Harmony,1997,en
4624,1551668076,13963,Gathering Lies,"[""Meg O'Brien""]",MIRA,2001,en
4625,0670892084,13964,Welcome To My Planet - Where English Is Sometimes Spoken,['Shannon Olson'],Viking Adult,2000,en
4626,0394740181,13969,American Indian Myths And Legends,"['Richard Erdoes', 'Alfonso Ortiz']",Pantheon,1984,en
4627,0812589505,13970,Song Of The Axe,['John R. Dann'],Tor Books,2002,en
4628,077109969X,13972,The Lost Salt Gift Of Blood,['Alistair MacLeod'],New Canadian Library,1989,en
4629,039304632X,13973,The Voyage Of The Narwhal - A Novel,['Andrea Barrett'],W W Norton & Company Incorporated,1998,en
4630,0679731725,13978,The Remains Of The Day,['Kazuo Ishiguro'],National Geographic Books,1990,en
4633,0451210638,13987,A Case Of Need - A Suspense Thriller,['Michael Crichton'],Penguin,2003,en
4634,0440173701,13999,Remembrance - A Novel,['Danielle Steel'],Dell,1993,en
4635,0399151060,14003,Remember When,"['Nora Roberts', 'J. D. Robb']",Putnam Adult,2003,en
4636,0842384065,14006,"Soon - The Beginning Of The End, A Novel",['Jerry B. Jenkins'],,2003,en
4637,0842332340,14007,Armageddon - The Cosmic Battle Of The Ages,"['Tim LaHaye', 'Tim F. LaHaye', 'Jerry B. Jenkins']",,2003,en
4638,0446600768,14011,Snagged,['Carol Higgins Clark'],Grand Central Publishing,1994,en
4639,074341134X,14013,True To Form,['Elizabeth Berg'],Beyond Words/Atria Books,2002,en
4640,0671525751,14022,Someone To Watch Over Me,['Judith McNaught'],Beyond Words/Atria Books,2003,en
4642,0802713432,14031,"Galileo's Daughter - A Historical Memoir Of Science, Faith, And Love",['Dava Sobel'],Bloomsbury Publishing USA,1999,en
4643,155166884X,14033,Doing Good,['Pamela Morsi'],MIRA,2002,en
4644,0743446496,14038,The Right Words At The Right Time,['Marlo Thomas'],Beyond Words/Atria Books,2002,en
4645,0805056637,14041,Are You Somebody? - The Accidental Memoir Of A Dublin Woman,"[""Nuala O'Faolain""]",Macmillan,1998,en
4647,0385314698,14043,The Sixteen Pleasures - A Novel,['Robert Hellenga'],Delta,1995,en
4648,0553110004,14045,All Things Bright And Beautiful,['James Herriot'],,1975,en
4649,0671004239,14066,The Locket,['Richard Paul Evans'],Simon and Schuster,2000,en
4650,0786866020,14073,Fish! - A Proven Way To Boost Morale And Improve Results,"['Stephen C. Lundin', 'John Christensen', 'Harry Paul', 'Ken Blanchard']",Hyperion,2000,en
4651,0399146725,14074,The Jury - A Paul Madriani Novel,['Steve Martini'],,2001,en
4652,0449006565,14075,The Whitechapel Conspiracy,['Anne Perry'],"Random House Digital, Inc.",2001,en
4653,0345440048,14076,Southampton Row,['Anne Perry'],Fawcett Books,2003,en
4654,0553580337,14078,Dune - House Corrino,"['Brian Herbert', 'Kevin J. Anderson']",Spectra,2002,en
4655,0425153088,14079,Leave The Grave Green,['Deborah Crombie'],Berkley,1996,en
4656,0425166139,14080,The Raphael Affair,['Iain Pears'],Berkley,1998,en
4657,0345376579,14082,End Of The Pier,['Martha Grimes'],Ballantine Books,1993,en
4660,8420483532,14091,El capitán Alatriste / Captain Alatriste,['Arturo Pérez-Reverte'],Alfaguara,1997,es
4661,0679457526,14111,Into Thin Air - A Personal Account Of The Mount Everest Disaster,['Jon Krakauer'],Villard,1997,en
4662,037550298X,14112,Geeks - How Two Lost Boys Rode The Internet Out Of Idaho,['Jon Katz'],Villard,2000,en
4663,006103066X,14117,The Shark Mutiny,['Patrick Robinson'],HarperTorch,2002,en
4665,0399150412,14119,White Death - A Novel From The NUMA Files,"['Clive Cussler', 'Paul Kemprecos']",Putnam Adult,2003,en
4666,0440207770,14120,Silver Wedding - A Novel,['Maeve Binchy'],Dell,1990,en
4667,0440228352,14126,Whirligig,['Paul Fleischman'],Laurel Leaf,1999,en
4668,0571206484,14131,Dürer,"['Hermann Knackfuss', 'Albrecht Dürer']",,1921,de
4669,0316769509,14133,Nine Stories,['J.D. Salinger'],Little Brown,1953,en
4670,0451150716,14135,Carrie,['Stephen King'],Signet,1975,en
4671,0380704161,14136,Through A Glass Darkly,['Karleen Koen'],Avon,1987,en
4672,0061059056,14142,Hogfather,['Terry Pratchett'],Harper,1999,en
4673,037541178X,14149,While I Was Gone,['Sue Miller'],Alfred A. Knopf,1999,en
4674,039914675X,14150,The Cat Who Went Up The Creek,['Lilian Jackson Braun'],Putnam Adult,2002,en
4675,0671007610,14155,Olivia,['V.C. Andrews'],Pocket Books,1999,en
4676,0671534718,14156,Melody,['V.C. Andrews'],Pocket Books,1996,en
4677,0440904196,14157,"Are You There God? It's Me, Margaret",['Judy Blume'],Laurel Leaf,1970,en
4678,0553273299,14159,Flashback - A Novel,['Michael Palmer'],Bantam,1995,en
4679,0671741187,14160,Where Are The Children?,['Mary Higgins Clark'],,1992,en
4680,0590568795,14161,Egg Monsters From Mars,['R. L. Stine'],Apple,1996,en
4683,0590483455,14165,The Horror At Camp Jellyjam,['R. L. Stine'],Scholastic Paperbacks,1995,en
4684,059048351X,14167,Night In Terror Tower - Bk. 27. Goosebumps,['R. L Stine'],,1995,en
4685,0590568752,14168,The Abominable Snowman Of Pasadena,['R. L. Stine'],,1995,en
4687,0590494503,14171,Goosebumps: You Can't Scare Me,['R. L. Stine'],,,en
4688,0590483501,14172,My Hairiest Adventure,['R. L. Stine'],Scholastic,1994,en
4689,0345453409,14180,Dying To Please - A Novel,['Linda Howard'],Ballantine Books,2003,en
4690,0440235154,14187,Where You Belong,['Barbara Taylor Bradford'],Dell,2000,en
4691,0964631601,14188,Pierced By A Sword,['Bud Macfarlane'],,1995,en
4692,0743424107,14194,Deadly Embrace,['Jackie Collins'],Simon and Schuster,2003,en
4693,0312984839,14196,Dance With The Devil,['Sherrilyn Kenyon'],Macmillan,2003,en
4694,0446353957,14197,Mirror Image,['Sandra Brown'],Grand Central Publishing,1990,en
4695,0373835922,14198,Lawless,['Nora Roberts'],,2003,en
4696,0449003302,14199,Grievous Sin - A Peter Decker/Rina Lazarus Mystery,['Faye Kellerman'],Fawcett,1998,en
4697,0399140751,14201,The Cat Who Said Cheese,['Lilian Jackson Braun'],Putnam Adult,1996,en
4698,0671722131,14203,Some Can Whistle,['Larry McMurtry'],,1990,en
4699,0312993536,14206,Sons Of Fortune,['Jeffrey Archer'],Macmillan,2003,en
4700,0743411323,14217,Never Change,['Elizabeth Berg'],Beyond Words/Atria Books,2001,en
4701,0449911780,14229,If Morning Ever Comes - A Novel,['Anne Tyler'],Vintage,1964,en
4702,0345353617,14234,The Women's Room,['Marilyn French'],,1988,en
4703,0553561111,14236,Scruples Two,['Judith Krantz'],Bantam,1993,en
4704,0446601853,14238,Charade,['Sandra Brown'],Grand Central Publishing,1995,en
4705,0060195460,14244,"Keep It Simple, Stupid - You're Smarter Than You Look",['Judy Sheindlin'],Harper,2000,en
4706,0380727293,14246,Dr. Atkins' New Diet Revolution,"['Robert C. Atkins, M.D.']",Avon,1999,en
4707,0449235998,14259,Lucifer's Hammer,"['Larry Niven', 'Jerry Pournelle']",Fawcett,1977,en
4709,0140074317,14279,The Neverending Story,['Michael Ende'],National Geographic Books,1984,en
4711,0446603422,14297,Stormy Weather,['Carl Hiaasen'],Grand Central Publishing,1996,en
4712,0876853904,14302,Women,['Charles Bukowski'],,1978,en
4713,0553100017,14303,Prime Cut,['Diane Mott Davidson'],Bantam,1998,en
4714,0684195984,14305,From Potter's Field,['Patricia Cornwell'],Scribner Book Company,1995,en
4715,0399141464,14306,Cause Of Death,['Patricia Daniels Cornwell'],Putnam Adult,1996,en
4716,0684195305,14307,Cruel And Unusual,['Patricia Cornwell'],Simon and Schuster,1993,en
4717,0786866195,14309,Buried Evidence,['Nancy Taylor Rosenberg'],Hyperion,2000,en
4718,0425177068,14311,Family Honor,['Robert B. Parker'],G.P. Putnam's Sons,2000,en
4719,0886773849,14321,"The Dragonbone Chair - Book One Of Memory, Sorrow, And Thorn",['Tad Williams'],National Geographic Books,1989,en
4720,0765305224,14326,Naked Empire,['Terry Goodkind'],Macmillan,2003,en
4721,0765300265,14328,The Pillars Of Creation,['Terry Goodkind'],Macmillan,2001,en
4722,0553575635,14334,Ship Of Magic - The Liveship Traders,['Robin Hobb'],Spectra,1999,en
4724,0553110845,14341,Dune - House Corrino,"['Brian Herbert', 'Kevin J. Anderson', 'Frank Herbert']",Spectra,2001,en
4726,0743245520,14357,"Hello, Darkness",['Sandra Brown'],,2003,en
4727,0449209733,14359,The Fraternity Of The Stone,['David Morrell'],Ballantine Books,1986,en
4728,0452274427,14367,In The Time Of The Butterflies,['Julia Alvarez'],Plume Books,1995,en
4730,0425194515,14374,Midnight,['Dean Ray Koontz'],Penguin,2004,en
4731,0060198303,14376,The Burglar On The Prowl,['Lawrence Block'],William Morrow,2004,en
4732,0393951693,14379,Vanishing Hitchhiker - American Urban Legends And Their Meanings,['Jan Harold Brunvand'],WW Norton,2003,en
4733,0345466632,14385,The Demon In The Freezer - A True Story,['Richard Preston'],Fawcett,2003,en
4734,0060973323,14388,The Ginger Tree,['Oswald Wynd'],Harper Perennial,1991,en
4735,0553572202,14393,Self-Defense,['Jonathan Kellerman'],Bantam,1995,en
4736,0399144714,14396,Vector,['Robin Cook'],Putnam Adult,1999,en
4737,0553565699,14407,Assassin's Quest,['Robin Hobb'],Spectra,1998,en
4738,0440343194,14416,Illusions - The Adventures Of A Reluctant Messiah,['Richard Bach'],Laurel,1977,en
4739,067082982X,14421,The Dark Half,['Stephen King'],Viking Adult,1989,en
4740,0440226457,14424,Time To Hunt,['Stephen Hunter'],National Geographic Books,1999,en
4741,0451204301,14426,Impulse,['Catherine Coulter'],Berkley,2001,en
4742,0842329269,14427,Apollyon - The Destroyer Is Unleashed,"['Tim LaHaye', 'Jerry B. Jenkins']","Tyndale House Publishers, Inc.",1999,en
4743,0151962960,14438,Where Is Joe Merchant? - A Novel Tale,['Jimmy Buffett'],Houghton Mifflin,1992,en
4744,0312961006,14443,The Trickster,['Muriel Gray'],St Martins Press,1997,en
4745,0446523089,14447,The Secret Of Shambhala - In Search Of The Eleventh Insight,['James Redfield'],Grand Central Pub,1999,en
4746,0688167810,14449,Wonder When You'll Miss Me,['Amanda Davis'],William Morrow,2003,en
4747,0373484895,14451,Captive Star,['Nora Roberts'],Silhouette,2000,en
4748,0451524497,14452,Anna Karenina,['graf Leo Tolstoy'],NAL,1980,en
4749,0393322157,14459,Glue,['Irvine Welsh'],W. W. Norton & Company,2001,en
4751,0449205878,14462,Poland - A Novel,['James Albert Michener'],Fawcett,1984,en
4752,0552996181,14464,Behind The Scenes At The Museum,['Kate Atkinson'],Random House,1996,en
4753,0451211561,14465,Capital Crimes,['Stuart Woods'],Penguin,2004,en
4754,0380729407,14468,Something Wicked This Way Comes,['Ray Bradbury'],Avon,1998,en
4755,0486278042,14471,Antigone,['Sophocles'],Courier Corporation,1993,en
4756,0399135790,14491,Cold Fire,['Dean Ray Koontz'],Putnam Publishing Group,1991,en
4757,0312265859,14494,Hard Eight - A Stephanie Plum Novel,['Janet Evanovich'],St. Martin's Press,2002,en
4758,0307336565,14536,Birds Of North America,"['Herbert S. Zim', 'Chandler S. Robbins', 'Bertel Bruun']",Golden Guides from St. Martin's Press,1990,en
4759,0805061835,14539,Real Boys - Rescuing Our Sons From The Myths Of Boyhood,['William Pollack'],Holt Paperbacks,1999,en
4760,0425165701,14540,Ruthless.Com,"['Tom Clancy', 'Martin Greenberg']",Penguin,1998,en
4761,2226135022,14552,Oscar et la dame rose,['Eric-Emmanuel Schmitt'],Albin Michel,2002,fr
4763,0399148779,14580,Eleventh Hour - An FBI Thriller,['Catherine Coulter'],Putnam Adult,2002,en
4764,0452281725,14582,The Quilter's Apprentice - A Novel,['Jennifer Chiaverini'],,2003,en
4765,0553211161,14593,Leaves Of Grass,['Walt Whitman'],Bantam Classics,1983,en
4766,0812532597,14595,The Memory Of Earth,['Orson Scott Card'],Tor Science Fiction,1993,en
4767,0345339967,14597,Foundation And Earth,['Isaac Asimov'],Del Rey,1987,en
4768,0525945768,14606,The Oath,['John T. Lescroart'],Dutton Books,2002,en
4769,0425148297,14613,Naked In Death,['J. D. Robb'],Penguin,1995,en
4771,0451207947,14621,Only By Your Touch,['Catherine Anderson'],Penguin,2003,en
4772,0425190919,14625,Sea Of Fire - Op-Center 10,"['Tom Clancy', 'Steve Pieczenik', 'Jeff Rovin']",Penguin,2003,en
4773,0515119202,14630,Daring To Dream,['Nora Roberts'],Penguin,1996,en
4774,1551660504,14631,Skin Deep,['Nora Roberts'],MIRA,1995,en
4775,0515134864,14636,Turbulence,['John J. Nance'],Berkley,2003,en
4776,0061032425,14644,The Family,"['Mario Puzo', 'Carol Gino']",Harper Collins,2002,en
4777,0743405900,14645,True Justice,['Robert Tanenbaum'],Simon and Schuster,2001,en
4778,0425163415,14646,The President's Daughter,['Jack Higgins'],Penguin,1997,en
4779,044022473X,14649,Breach Of Promise - A Novel,"[""Perri O'Shaughnessy""]",Island Books,1999,en
4780,0553254502,14653,"Roll Of Thunder, Hear My Cry",['Mildred D. Taylor'],Starfire,1984,en
4781,0140097058,14654,In The Country Of Last Things,['Paul Auster'],Penguin Books,1988,en
4782,0688046606,14656,Night Over Water,['Ken Follett'],William Morrow,1991,en
4783,0312983417,14678,Starting Over,['Robin Pilcher'],St. Martin's Paperbacks,2003,en
4784,0385502761,14681,Look At Me - A Novel,['Jennifer Egan'],Nan A. Talese,2001,en
4785,0440229081,14682,Skellig,['David Almond'],Laurel Leaf,2001,en
4786,0345441788,14690,The Forest,['Edward Rutherfurd'],"Random House Digital, Inc.",2001,en
4787,1853260207,14691,Jane Eyre,['Charlotte Brontë'],Wordsworth Editions,1992,en
4788,0140620478,14692,Far From The Madding Crowd,['Thomas Hardy'],Penguin Group,1994,en
4789,0812523016,14714,Dracula,['Bram Stoker'],Macmillan,1989,en
4791,8484602508,14717,Diario de un skin - un topo en el movimiento neonazi español,['Antonio Salas'],,2003,es
4792,0140367152,14720,Journey To The Centre Of The Earth,['Jules Verne'],Putnam Juvenile,1994,en
4793,0140280243,14735,A Treasury Of Royal Scandals - The Shocking True Stories History's Wickedest Weirdest MostWanton Kings Queens,['Michael Farquhar'],Penguin,2001,en
4794,0345359925,14738,The Power Of One,['Bryce Courtenay'],,1990,en
4795,0449205061,14744,"Rabbit, Run",['John Updike'],Fawcett,1991,en
4796,0061020672,14747,Sourcery,['Terry Pratchett'],HarperTorch,2001,en
4798,006440174X,14751,"Good Night, Mr. Tom",['Michelle Magorian'],Harper Collins,1986,en
4799,0330392611,14753,The Idea Of Perfection,['Kate Grenville'],Pan Macmillan,2000,en
4801,0374480133,14757,Tuck Everlasting,['Natalie Babbitt'],Sunburst,2002,en
4803,0671732277,14781,Delusions Of Grandma,['Carrie Fisher'],,1994,en
4804,0451406176,14782,The Duke,['Catherine Coulter'],Signet,1995,en
4805,0688078028,14790,One,"['Richard Bach', 'Joan Stoliar']",William Morrow,1988,en
4807,0446602345,14802,Original Sin,['Phyllis White'],Vision,1996,en
4808,0671737775,14803,Iceberg,['Clive Cussler'],,1986,en
4809,0553276328,14804,Pacific Vortex!,['Clive Cussler'],Bantam,1983,en
4811,0812564375,14806,Mount Dragon - A Pandemic Of Apocalyptic Proportions,"['Douglas Preston', 'Lincoln Child']",Tor Books,1997,en
4812,0812543262,14807,Relic,"['Douglas Preston', 'Lincoln Child']",Tor Books,1996,en
4813,0061014591,14808,The Terrible Hours,['Peter Maas'],Harper Collins,2000,en
4814,0688147259,14811,Notes From A Small Island,['Bill Bryson'],William Morrow,1996,en
4816,0553280643,14818,The Gate To Women's Country - A Novel,['Sheri S. Tepper'],Spectra,1989,en
4817,0767912365,14829,"Ciao, America! - An Italian Discovers The U.S",['Beppe Severgnini'],Crown,2003,en
4818,0060194995,14834,To Kill A Mockingbird 40Th,['Harper Lee'],HarperCollins Christian Publishing,1999,en
4819,0805065415,14835,Blue Latitudes - Boldly Going Where Captain Cook Has Gone Before,['Tony Horwitz'],Macmillan,2002,en
4821,0312979975,14837,Fantasy Lover,['Sherrilyn Kenyon'],Macmillan,2002,en
4822,0440236525,14838,The Highlander's Touch,['Karen Marie Moning'],National Geographic Books,2000,en
4823,0312979983,14839,Night Pleasures,['Sherrilyn Kenyon'],St. Martin's Paperbacks,2002,en
4824,0373691300,14843,Riley,['Lori Foster'],Harlequin Treasury-Harlequin Temptation 90s,2003,en
4825,0425190927,14844,The Wife Test,['Betina M. Krahn'],Berkley,2003,en
4826,0740723367,14855,The Meaning Of Life,['Bradley Trevor Greive'],Andrews McMeel Publishing,2002,en
4827,0061091790,14873,After All These Years,['Susan Isaacs'],Harper Collins,1994,en
4828,0440236851,14877,The Wedding - A Novel,['Danielle Steel'],Dell,2001,en
4829,0425151867,14880,Acceptable Risk,['Robin Cook'],Penguin,1996,en
4830,0345380193,14882,Just Cause,['John Katzenbach'],,1993,en
4831,0385720211,14890,In The Drink - A Novel,['Kate Christensen'],Anchor,2000,en
4832,0553256092,14894,Princess Daisy,['Judith Krantz'],Bantam,1992,en
4833,0553293761,14895,Dazzle - A Novel,['Judith Krantz'],Bantam,1994,en
4834,067102096X,14896,Lethal Seduction,['Jackie Collins'],Pocket Books,2001,en
4835,0446311774,14899,Innocent Blood,['P. D. James'],Grand Central Pub,1982,en
4836,0553561367,14900,Spring Collection - A Novel,['Judith Krantz'],Bantam,1997,en
4837,0312982518,14904,The Sigma Protocol,['Robert Ludlum'],Macmillan,2002,en
4838,0425180050,14906,Line Of Control,"['Jeff Rovin', 'Steve R. Pieczenik']",Penguin,2001,en
4840,0140157352,14913,Getting To Yes - Negotiating Agreement Without Giving In,"['Roger Fisher', 'William Ury', 'Bruce Patton']",Penguin,1991,en
4841,0312950586,14916,Every Living Thing,['James Herriot'],St. Martin's Paperbacks,1993,en
4842,0679736646,14921,Ubik,['Philip K. Dick'],Vintage,1991,en
4843,0091882109,14923,One Hit Wonderland,['Tony Hawks'],Random House,2003,en
4844,0446609943,14925,The Switch,['Sandra Brown'],Grand Central Publishing,2001,en
4845,0380017962,14927,Dona Flor And Her Two Husbands,['Jorge Amado'],Avon,1977,en
4846,0316153990,14928,Blood Work,['Michael Connelly'],Little Brown,1998,en
4848,0345441109,14936,The White Rose,['Jaen Hanff Korelitz'],,2004,en
4850,042518286X,14952,Shock,['Robin Cook'],National Geographic Books,2002,en
4851,0553250426,14954,"The Clan Of The Cave Bear - Earth's Children, Book One",['Jean M. Auel'],Bantam,1984,en
